valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.349,2019,0.0849,"['SAINt JHN', 'Lil Baby']",0.7909999999999999,184699,0.8390000000000001,1,2Y8hY4rRRQQjdaZkkwzpd9,0.0,0,0.193,-2.887,1,TRAP (FEAT. LIL BABY),71,2019-08-23,0.0424,116.991
0.483,2019,0.0607,"['Chris Brown', 'Gunna']",0.62,232733,0.613,1,1GIYmwtBbPSHrqcSaukZck,0.0,0,0.117,-5.83,1,HEAT (FEAT. GUNNA),70,2019-06-28,0.0795,82.43
0.7190000000000001,2019,0.0392,"['Dreamville', 'JID', 'Bas', 'J. Cole', 'EARTHGANG', 'Young Nudy']",0.7609999999999999,169147,0.586,1,36J0iaPDGbYGsHvYpaYs3k,0.0,0,0.0558,-5.367999999999999,1,"DOWN BAD (FEAT. JID, BAS, J. COLE, EARTHGANG & YOUNG NUDY)",69,2019-07-05,0.359,149.804
0.7340000000000001,2019,0.0361,['Jon Pardi'],0.621,209110,0.7909999999999999,0,5qdQPrWmZv8xYhMJCDrdHF,0.0,9,0.143,-3.343,1,HEARTACHE MEDICATION,67,2019-09-27,0.0265,95.075
0.904,2019,0.34,['Lil Darkie'],0.7140000000000001,160000,0.82,1,18Gcl5bxdd8bpBhWOj1rCR,0.0,1,0.0801,-1.102,1,HAHA,70,2019-10-12,0.444,78.032
0.825,2019,0.0297,['Tessa Violet'],0.91,216267,0.402,0,6MYJv37Mpj5njLLbxKWNun,0.00018,1,0.0801,-9.55,1,CRUSH,72,2019-10-25,0.0857,135.993
0.61,2019,0.406,"['Trippie Redd', 'YoungBoy Never Broke Again']",0.872,144771,0.48,1,1FxTz4x5X7ewAICkKhB3kA,0.0,10,0.109,-7.184,1,HATE ME,68,2019-11-22,0.0664,121.013
0.527,2019,0.182,['Sueco'],0.861,144000,0.599,1,1FOINGDWa0dPgCpMabLT4Y,0.00855,7,0.102,-7.814,0,FAST,72,2019-09-20,0.217,100.026
0.763,2019,0.34,['Chris Janson'],0.565,220120,0.835,0,693NFnfJZt16AFDaZqlflo,0.0,9,0.0726,-3.379,1,DONE,67,2019-10-18,0.0335,105.007
0.628,2019,0.184,"['Cordae', 'Anderson .Paak']",0.611,175828,0.7140000000000001,1,5lw8Mgb4LyhriPIC86gV6e,0.0,9,0.145,-4.6960000000000015,0,RNP (FEAT. ANDERSON .PAAK),72,2019-07-26,0.856,196.043
0.343,2019,0.471,"['Dalex', 'Lenny Tavárez', 'Chencho Corleone', 'Juhn', 'Dímelo Flow']",0.654,249520,0.672,0,5stPVcRqb4qixbafP9e8lt,0.0,0,0.0781,-5.98,0,HOLA - REMIX,83,2019-11-01,0.311,181.857
0.679,2019,0.238,"['CHROMANCE', 'Marcus Layton']",0.917,193320,0.612,0,3n2P3ipLt5mPFVaM0fJHNR,2.28e-05,5,0.0585,-2.1830000000000003,0,WRAP ME IN PLASTIC - MARCUS LAYTON RADIO EDIT,77,2019-11-15,0.0854,89.961
0.265,2019,0.0164,"['Big Sean', 'Hit-Boy', 'A$AP Ferg']",0.684,151067,0.687,1,2B9wgj9XzbJZLty03PRbVo,0.0,2,0.253,-4.673,1,BEZERK (FEAT. A$AP FERG),70,2019-08-26,0.2,184.026
0.434,2019,0.705,['Josh Gad'],0.73,111452,0.326,0,1Tt7zr1yDbKbT8L4jzSZ74,0.0,8,0.103,-7.001,1,WHEN I AM OLDER,70,2019-11-15,0.26,116.893
0.364,2019,0.873,['Lewis Capaldi'],0.6459999999999999,210863,0.355,0,12OLyHDxt6dqlAybSPFBK3,0.0,1,0.115,-7.119,1,FOREVER,75,2019-05-17,0.0263,84.988
0.851,2019,0.012,['Old Dominion'],0.733,203840,0.833,0,1TP0hha5wan1xwKjGcNSCv,4.22e-05,11,0.16,-5.416,1,NEVER BE SORRY,67,2019-10-25,0.0284,125.998
0.934,2019,0.0215,['Miranda Lambert'],0.643,197453,0.7559999999999999,0,53bZYxVbCYm6w1Gx8U64bz,0.000268,6,0.101,-5.8,0,SETTLING DOWN,67,2019-11-01,0.0305,90.001
0.57,2019,0.154,['Post Malone'],0.665,156893,0.741,1,1YscJ7yVTlFxW3eF6pv5ba,3.02e-05,0,0.345,-3.694,1,ALLERGIC,71,2019-09-06,0.0787,144.968
0.369,2019,0.789,['Trippie Redd'],0.774,122707,0.195,1,6GivWRmlYtefJr28jev6e0,0.00103,4,0.109,-12.233,1,LERAY,68,2019-11-22,0.087,132.847
0.6729999999999999,2019,0.253,"['Don Toliver', 'Quavo', 'Offset']",0.75,157133,0.789,1,7LGWmZaoS7jZJ5tEi9EcDi,0.0,2,0.129,-4.578,1,HAD ENOUGH (FEAT. QUAVO & OFFSET),71,2019-12-27,0.108,147.957
0.279,2019,0.4920000000000001,['Zara Larsson'],0.748,179675,0.79,1,3O8b0dDy1Z8BNM81U8DE1j,0.0,6,0.0901,-4.788,0,WOW,76,2019-04-17,0.1689999999999999,77.495
0.261,2019,0.46,['Bryce Vine'],0.758,191147,0.574,1,7nvIPwXKGhqtRhssxM99kJ,0.00272,11,0.102,-6.888999999999999,0,DREW BARRYMORE,65,2019-07-26,0.0572,151.985
0.496,2019,0.3720000000000001,['Lana Del Rey'],0.649,202193,0.5379999999999999,1,0Oqc0kKFsQ6MhFOLBNZIGX,0.00632,7,0.0951,-11.196,0,DOIN' TIME,74,2019-08-30,0.0519,144.97899999999996
0.333,2019,0.363,"['Internet Money', 'Lil Tecca', 'A Boogie Wit da Hoodie']",0.63,174333,0.6709999999999999,1,735RSTb2xbtWbDtKD9XDYi,0.0,6,0.113,-6.659,0,SOMEBODY,70,2019-10-11,0.256,89.921
0.37,2019,0.598,['NF'],0.789,248053,0.789,0,3oLe5ZILASG8vU5dxIMfLY,0.0,2,0.099,-4.813,1,THE SEARCH,71,2019-07-26,0.298,119.95
0.4270000000000001,2019,0.0131,['Polo G'],0.77,179773,0.599,1,2bGEPdcL80FFHQ3VxcYBJQ,0.0,2,0.0711,-8.663,0,DYIN BREED,68,2019-06-07,0.6609999999999999,159.966
0.422,2019,0.433,"['Taylor Swift', 'Shawn Mendes']",0.448,221307,0.603,0,3i9UVldZOE0aD0JnyfAZZ0,0.0,7,0.0862,-7.176,1,LOVER (REMIX) [FEAT. SHAWN MENDES],74,2019-11-13,0.064,205.272
0.848,2019,0.0645,['Luke Combs'],0.593,171920,0.805,0,273TiTHLlHSRe5zrzs7wvD,0.0,5,0.226,-4.892,1,WHAT YOU SEE IS WHAT YOU GET,68,2019-11-08,0.0347,103.949
0.371,2019,0.278,"['DJ Snake', 'J Balvin', 'Tyga']",0.6940000000000001,185195,0.758,0,6osaMSJh9NguagEDQcZaKx,1.34e-06,11,0.102,-2.986,1,LOCO CONTIGO (FEAT. J. BALVIN & TYGA),79,2019-07-25,0.218,192.091
0.212,2019,0.0597,['Blake Shelton'],0.536,204800,0.754,0,4TCeFZNjGNQIpCuZmJkkE2,4.92e-06,10,0.118,-5.102,1,GOD'S COUNTRY,68,2019-12-13,0.0399,139.988
0.457,2019,0.608,['XXXTENTACION'],0.954,120055,0.41,1,0RjJSBBEolCDJ6wDiuVCmh,1.76e-05,0,0.133,-7.725,1,ATTENTION!,70,2019-12-06,0.157,130.07399999999998
0.631,2019,0.0404,"['MEDUZA', 'Goodboys']",0.677,152913,0.7440000000000001,0,1DFD5Fotzgn6yYXkYsKiGs,0.00016,10,0.074,-6.806,0,PIECE OF YOUR HEART,82,2019-02-01,0.0295,124.08
0.187,2019,0.000372,['I Prevail'],0.389,223173,0.885,1,2GFwwTIVLjnOrtP7m9luHC,0.000311,6,0.202,-5.063,0,HURRICANE,70,2019-03-29,0.0551,164.989
0.216,2019,0.845,['Ruel'],0.407,269493,0.317,0,0D2xguFRqCF0OUqXCkqrpU,2.66e-06,10,0.139,-7.895,1,HARD SOMETIMES,72,2019-09-13,0.0429,81.899
0.777,2019,0.393,['Tech N9ne'],0.97,222905,0.71,1,5dqrgmHHBuUzwYKBXJuIm0,0.0,4,0.138,-5.2620000000000005,0,LIKE I AIN'T,68,2019-04-19,0.195,116.03
0.588,2019,0.0573,"['Lizzo', 'Missy Elliott']",0.833,175343,0.722,1,6nBQFAIVFmAx2oZ8p6lUg6,1.14e-05,1,0.358,-5.563,1,TEMPO (FEAT. MISSY ELLIOTT),70,2019-04-19,0.136,107.019
0.8740000000000001,2019,0.0763,['Waterparks'],0.5820000000000001,133352,0.81,0,2Rmw7J0krEU75ffhkaK93D,0.0,5,0.351,-4.104,0,I MISS HAVING SEX BUT AT LEAST I DON'T WANNA DIE ANYMORE,70,2019-10-11,0.106,73.954
0.479,2019,0.07,"['Blueface', 'Rich The Kid']",0.8690000000000001,151147,0.59,1,4hanO6Du5J7QEguNHYZHmw,0.0,11,0.236,-8.214,1,DADDY (FEAT. RICH THE KID),71,2019-08-09,0.257,107.934
0.894,2019,0.732,"['Natti Natasha', 'Romeo Santos']",0.735,229333,0.7120000000000001,0,2dy3TKVDEbIeWxeIb8JWqZ,0.0,11,0.302,-5.119,0,LA MEJOR VERSIÓN DE MI - REMIX,78,2019-10-04,0.0326,131.938
0.515,2019,0.33,['Don Toliver'],0.807,140064,0.537,1,4k7dYdLGhJuUjaeEQB5hcA,0.0,11,0.0797,-7.678,0,BEST YOU HAD,70,2019-05-25,0.054,119.968
0.775,2019,0.0122,['TWICE'],0.6970000000000001,213880,0.8740000000000001,0,0W5hTAWn8Tq0Qfhg1XP3YW,0.0,5,0.627,-2.15,0,FANCY,77,2019-04-22,0.045,132.02200000000002
0.477,2019,0.272,['FLETCHER'],0.665,193600,0.488,1,7iv32XEy2HlM7PqQO4lp5f,0.000261,4,0.181,-7.1770000000000005,1,ALL LOVE,69,2019-08-16,0.0981,142.08700000000005
0.588,2019,0.233,"['Kehlani', 'Keyshia Cole']",0.42,178348,0.731,0,3ucRKbRlikYHyoI17gfR0c,0.0,3,0.196,-2.657,0,ALL ME (FEAT. KEYSHIA COLE),69,2019-12-23,0.0548,95.575
0.237,2019,0.000118,['Slipknot'],0.4270000000000001,260773,0.946,1,5mpUKTdskZea0gStWzeHUZ,0.0253,7,0.0604,-2.188,1,UNSAINTED,74,2019-08-09,0.0469,101.305
0.183,2019,0.0289,['Leeland'],0.4320000000000001,503240,0.524,0,40ozK0lCJ0EQzVGWsCNUhk,0.0,4,0.682,-8.721,1,WAY MAKER - LIVE,70,2019-09-13,0.0321,135.95600000000002
0.11,2019,0.418,['Ariana Grande'],0.287,271467,0.364,0,2vdBo4ALPYbHRUPKgtE5iC,1.8e-05,9,0.185,-8.295,1,GHOSTIN,72,2019-02-08,0.0306,103.777
0.87,2019,0.487,['Shawn Mendes'],0.691,191467,0.823,0,2bT1PH7Cw3J9p3t7nlXCdh,0.0,2,0.134,-4.197,1,IF I CAN'T HAVE YOU,76,2019-06-19,0.0623,123.935
0.365,2019,0.8540000000000001,['SYML'],0.608,202010,0.358,0,2NeM9rfWo70KQej9GxeaoL,0.0186,0,0.113,-10.018,0,WHERE'S MY LOVE,75,2019-05-03,0.0253,103.94
0.425,2019,0.7040000000000001,['Kane Brown'],0.67,201730,0.6609999999999999,0,7z3dPHwGxeK4fD6fYFDwiS,0.0,3,0.217,-6.797999999999999,0,LIKE A RODEO,68,2019-11-01,0.0466,119.985
0.727,2019,0.148,"['Mahalia', 'Ella Mai']",0.7340000000000001,206947,0.511,0,2B7UWqNqKgPVGQQ6FXn2PP,0.0,0,0.29,-4.905,0,WHAT YOU DID (FEAT. ELLA MAI),70,2019-09-06,0.0592,124.995
0.545,2019,0.188,"['Young Thug', 'Travis Scott', 'Gunna']",0.845,279907,0.631,1,4ea9w8c4ROqiZpJVhfBA3m,0.0,7,0.0806,-8.206,0,HOT (REMIX) [FEAT. GUNNA AND TRAVIS SCOTT],72,2019-12-20,0.216,111.983
0.42,2019,0.012,"['ILLENIUM', 'Jon Bellion']",0.643,216668,0.603,0,3LxG9HkMMFP0MZuiw3O2rF,0.0,2,0.118,-5.416,1,GOOD THINGS FALL APART (WITH JON BELLION),68,2019-08-16,0.0311,144.01
0.741,2019,0.0343,['Esteban Gabriel'],0.61,119333,0.748,1,0SLnqaBaYLFH3ncId7ClCU,0.0,5,0.0621,-4.232,1,TIRANDO LA H,69,2019-11-13,0.127,68.398
0.332,2019,0.7959999999999999,['Caamp'],0.584,280795,0.474,0,75nZ4W6quZhI55LKiqCXWh,2.69e-06,9,0.115,-7.981,1,BY AND BY,67,2019-07-26,0.0258,101.457
0.715,2019,0.000596,['Tom Petty'],0.471,261813,0.956,0,5yAu4njFSdM47dfsTkQPZ2,0.62,9,0.624,-6.371,1,RUNNIN' DOWN A DREAM,70,2019-03-01,0.0403,169.798
0.269,2019,0.015,"['Roddy Ricch', 'Meek Mill']",0.778,198849,0.573,1,4bl1HBZliBuYpFZjWgefE4,0.0,10,0.464,-7.338999999999999,0,PETA (FEAT. MEEK MILL),69,2019-12-06,0.251,140.114
0.195,2019,0.926,['Evan Rachel Wood'],0.228,125439,0.204,0,61HVbcNeRACZpyvHrc3AnD,1.1e-05,5,0.092,-12.319,1,ALL IS FOUND,71,2019-11-15,0.0387,83.37200000000001
0.579,2019,0.462,"['ROSALÍA', 'Ozuna']",0.78,201040,0.759,0,7BlBVFwvbWvcwNcUarQmjk,0.000868,1,0.143,-3.292,1,"YO X TI, TU X MI",78,2019-08-15,0.225,91.952
0.305,2019,0.13,['Alessia Cara'],0.522,211013,0.522,0,6RS6rcjnWrdfVuu2U2W2dj,0.0,2,0.438,-7.87,1,MAKE IT TO CHRISTMAS,72,2019-11-08,0.0383,77.072
0.8079999999999999,2019,0.102,"['Flipp Dinero', 'Lil Baby']",0.826,224916,0.635,1,14X1WxiHXdVRJ99cMCBzOE,0.0,5,0.245,-5.181,0,HOW I MOVE (FEAT. LIL BABY),69,2019-11-22,0.212,119.954
0.379,2019,0.00192,['Rich The Kid'],0.942,177864,0.382,1,3KLo7ByvjCNyBrfz5DZ2mO,0.0,10,0.092,-8.099,1,SPLASHIN,69,2019-03-22,0.564,100.017
0.883,2019,0.1689999999999999,"['Mitchell Tenpenny', 'Seaforth']",0.612,169155,0.621,0,6LQxv30jh0lCISHsPYwqoy,0.0,7,0.1369999999999999,-5.657,1,ANYTHING SHE SAYS,67,2019-07-25,0.0734,185.857
0.232,2019,0.5820000000000001,['Frank Ocean'],0.8190000000000001,268893,0.458,1,2INhKpUdzh7v0j041gZNsz,0.173,4,0.128,-10.223,0,DHL,70,2019-10-19,0.1669999999999999,122.981
0.334,2019,0.00237,"['Ariana Grande', 'Miley Cyrus', 'Lana Del Rey']",0.644,190067,0.755,0,6zegtH6XXd2PDPLvy1Y0n2,7.64e-06,1,0.0859,-5.325,1,DON’T CALL ME ANGEL (CHARLIE’S ANGELS) (WITH MILEY CYRUS & LANA DEL REY),75,2019-11-01,0.0448,102.861
0.185,2019,0.161,['Ayo & Teo'],0.635,194945,0.722,1,5AQkWhOtLSszgEWKrqd9lt,0.0,11,0.0696,-3.27,0,LAST FOREVER,74,2019-12-06,0.223,164.739
0.203,2019,0.00172,['ScHoolboy Q'],0.885,107147,0.4920000000000001,1,6tByydPskASjm9jTPkNQq0,7.79e-05,1,0.081,-6.015,1,NUMB NUMB JUICE,68,2019-04-26,0.3670000000000001,156.958
0.32,2019,0.366,['Tech N9ne'],0.804,141715,0.6659999999999999,0,5buj0D6E7rCRFi3xV9STYo,0.0,9,0.106,-5.41,0,RED KINGDOM,68,2019-09-11,0.0646,100.042
0.524,2019,0.0415,['lildeath'],0.542,129541,0.856,0,2JKIYl8KaAMzOR1dIzEO5f,0.159,6,0.166,-7.443,1,MOMENT,71,2019-12-22,0.0925,171.364
0.436,2019,0.00245,['Kane Brown'],0.544,178987,0.8540000000000001,0,7epGknfpAlH1u33S71Ur1o,1.2e-06,4,0.249,-4.968,0,LOSE IT,67,2019-11-01,0.0289,91.966
0.524,2019,0.269,"['Martin Jensen', 'James Arthur']",0.6729999999999999,211040,0.687,1,2qfEcCkEo5NscA9GL7ER72,0.0,6,0.181,-5.295,0,NOBODY,75,2019-03-01,0.0623,96.964
0.6509999999999999,2019,0.0771,"['Sam Feldt', 'RANI']",0.59,174444,0.642,0,36orMWv2PgvnzXsd5CJ0yL,0.0,7,0.105,-3.87,1,POST MALONE (FEAT. RANI),74,2019-08-16,0.122,107.356
0.7879999999999999,2019,0.143,"['Rauw Alejandro', 'Farruko']",0.879,199711,0.703,0,6mAN61JH0dzyZpWslS11jy,0.0,1,0.0569,-4.218999999999999,1,FANTASIAS,81,2019-08-29,0.0701,94.004
0.332,2019,0.346,['NLE Choppa'],0.732,135460,0.627,1,35Xf2ABjPzUXKz19akd7Jj,0.0,4,0.261,-5.693,0,FAMOUS HOES,68,2019-12-10,0.161,81.48100000000002
0.3229999999999999,2019,0.0319,['Bryson Tiller'],0.73,127029,0.38,1,6S5dMjMifQYmyTu1mX4f8P,4.93e-05,11,0.12,-8.558,0,BLAME,70,2019-07-26,0.0988,114.973
0.28,2019,0.0442,"['Aaron Smith', 'Luvli', 'Krono']",0.7509999999999999,256000,0.727,0,4IlqQhaxrGPxmg35YcXXuS,0.0333,10,0.1,-9.789,0,DANCIN - KRONO REMIX,73,2019-11-11,0.0304,119.983
0.602,2019,0.388,['Snoh Aalegra'],0.705,212787,0.433,1,2VqKx3HH8gaZPabNWYvksy,0.134,4,0.0841,-9.706,1,I WANT YOU AROUND,70,2019-08-16,0.204,168.00599999999997
0.34,2019,0.0697,"['Wale', 'Bryson Tiller']",0.59,212500,0.598,1,6cSBm4mtcuFtClN6yDvjQo,0.0,7,0.112,-7.153,1,LOVE... (HER FAULT) [FEAT. BRYSON TILLER],68,2019-10-11,0.609,156.07299999999995
0.399,2019,0.0241,['Mulatto'],0.863,144048,0.235,1,6tLWt7gkvvTSjS6OfJjiyJ,0.0,1,0.123,-15.545,1,B*TCH FROM DA SOUF,68,2019-01-14,0.6990000000000001,150.062
0.855,2019,0.234,"['Joyner Lucas', 'Logic']",0.918,236000,0.8370000000000001,1,36TO60sxDduIsO3xH8IcUh,0.0,1,0.227,-6.7920000000000025,1,ISIS,70,2019-05-23,0.255,120.017
0.784,2019,0.324,"['PnB Rock', 'Lil Skies']",0.7020000000000001,151054,0.775,1,7cWh3ScxjhvasLI0CBRoZk,0.0,1,0.114,-3.462,1,I LIKE GIRLS (FEAT. LIL SKIES),68,2019-05-02,0.248,178.199
0.723,2019,0.253,"['Alex Rose', 'Rafa Pabön']",0.861,259600,0.6779999999999999,0,1bRpSCFv6P2OUhciByeRYR,2.42e-05,8,0.106,-4.157,0,JANGUEO,83,2019-11-08,0.0536,103.994
0.552,2019,0.00991,"['Rick Ross', 'Drake']",0.502,349600,0.633,1,1rX5L6pyl3rVWb55D8Cprr,0.0,1,0.389,-5.8,1,GOLD ROSES (FEAT. DRAKE),70,2019-08-15,0.419,83.226
0.292,2019,0.0663,['Rod Wave'],0.872,121522,0.434,1,0by8c0tvXiwBHKkCpsvLNt,0.0,1,0.096,-11.737,1,GREEN LIGHT,65,2019-11-01,0.733,82.97399999999998
0.472,2019,0.456,['Luke Combs'],0.493,204640,0.772,0,2h4fQzNmlhTrqJmwpGus0N,3.2e-06,7,0.107,-5.875,1,MOON OVER MEXICO,67,2019-11-08,0.0452,140.996
0.0503,2019,0.8370000000000001,['Billie Eilish'],0.153,119410,0.138,0,3LgWsmilsrWXiPYQFRD0T7,0.55,6,0.254,-21.877,0,GOODBYE,72,2019-03-29,0.0503,74.318
0.5670000000000001,2019,0.179,"['MC Virgins', 'Wonder']",0.8859999999999999,155063,0.304,1,3wn5Rw7VBqwP0vAQtjMhOS,1.55e-06,7,0.0631,-17.086,1,ANIME THIGHS,69,2019-10-06,0.475,123.896
0.398,2019,0.1369999999999999,"['PnB Rock', 'XXXTENTACION']",0.75,151574,0.5670000000000001,1,4AEzAEnbm9uRgbmTdeI63K,0.0,0,0.109,-6.4,1,MIDDLE CHILD,68,2019-05-02,0.48,151.895
0.4270000000000001,2019,0.329,['Ariana Grande'],0.45,208880,0.619,1,3wFLWP0FcIqHK1wb1CPthQ,0.0,9,0.319,-7.412000000000001,1,FAKE SMILE,71,2019-02-08,0.3720000000000001,83.3
0.569,2019,0.0268,['Ariana Grande'],0.847,267107,0.579,0,5Il6Oe7lr5XM7A0cWbVQtr,0.0545,1,0.102,-5.314,1,BAD IDEA,71,2019-02-08,0.0719,137.998
0.473,2019,0.4,"['Zach Williams', 'Dolly Parton']",0.496,223348,0.6940000000000001,0,6oizwmD5yHvlQUw0xvirrY,0.0,8,0.088,-6.331,1,THERE WAS JESUS,67,2019-10-04,0.0374,153.881
0.405,2019,0.102,['Post Malone'],0.476,158120,0.701,1,2cvOfKHOHgwQlLiuLKP2xR,0.0,0,0.242,-4.234,1,MYSELF,70,2019-09-06,0.0349,163.882
0.698,2019,0.114,['Cannons'],0.737,231826,0.6779999999999999,0,4o0LyB69tylqDG6eTGhmig,0.157,6,0.123,-7.011,0,FIRE FOR YOU,70,2019-07-12,0.0962,102.051
0.347,2019,0.933,['Jeremy Zucker'],0.583,207520,0.075,0,6r2JV75tE0vNgNCv4HKsBC,1.4e-06,5,0.111,-15.843,1,SCARED,72,2019-05-03,0.0726,108.418
0.212,2019,0.032,['Goth Babe'],0.409,209455,0.594,0,2d3QlXE6FXFDeodiS66yjM,0.0391,1,0.0904,-9.725,1,WEEKEND FRIEND,67,2019-01-19,0.031,110.187
0.289,2019,0.125,['Juice WRLD'],0.4270000000000001,325810,0.7240000000000001,1,6LkawpJyy0TZJ6Z41gMVyy,0.0,0,0.7490000000000001,-4.751,1,THE BEES KNEES,68,2019-03-08,0.0844,140.029
0.495,2019,5.08e-05,['Motionless In White'],0.39,205394,0.939,0,0YZEYxd1oiqZRFhnnmTKKi,0.0,4,0.0968,-3.828,0,ANOTHER LIFE,70,2019-06-07,0.0787,161.997
0.531,2019,0.226,['Kelsea Ballerini'],0.373,172371,0.477,0,7vejWqYK7NFsxbxQsAjTrC,0.0,8,0.0879,-6.391,1,BETTER LUCK NEXT TIME,68,2019-06-11,0.0819,198.522
0.643,2019,0.0815,['Ariana Grande'],0.758,216893,0.665,1,2hloaUoRonYssMuqLCBLTX,0.000157,2,0.216,-5.188,0,BLOODLINE,72,2019-02-08,0.0774,151.976
0.615,2019,0.302,"['ilyTOMMY', 'Savage Ga$p']",0.6829999999999999,142365,0.636,0,1K4OfBFaLleSUaUVjp1l2X,0.498,7,0.0972,-12.095999999999998,0,TUNNEL OF LOVE,69,2019-02-16,0.0978,160.012
0.329,2019,0.246,['A R I Z O N A'],0.691,182668,0.5379999999999999,0,65SjaqhfKeFhmXprzlzyn4,0.163,0,0.178,-9.952,1,NOSTALGIC,69,2019-10-11,0.103,99.972
0.521,2019,0.0399,['Denzel Curry'],0.7759999999999999,147867,0.562,1,2QbGvQssb0VLLS4x5NOmyJ,0.0,9,0.138,-6.901,1,RICKY,70,2019-05-31,0.363,169.03
0.528,2019,0.00464,['Miley Cyrus'],0.6809999999999999,219080,0.865,1,2WyRfGeHo97VC5mP1BBSzr,0.00169,1,0.149,-4.132,0,MOTHER'S DAUGHTER,74,2019-05-31,0.0594,91.017
0.644,2019,0.0296,['TWICE'],0.7090000000000001,206867,0.959,0,2HtcPHFdo7eu4Ilbvb0BVI,0.00188,1,0.107,-1.339,1,FEEL SPECIAL,76,2019-09-23,0.0603,128.983
0.5660000000000001,2019,0.00847,['Cody Simpson'],0.657,196787,0.828,0,0ccwMrlZONy5yXrirq7lTe,0.0,5,0.326,-5.544,1,LA DA DEE,73,2019-07-12,0.0728,115.954
0.882,2019,0.309,"['Migos', 'KAROL G', 'Snoop Dogg', 'Rock Mafia']",0.782,177353,0.775,0,62rchuhJrm5JSlIfHz7cH3,0.0,5,0.322,-4.49,0,"MY FAMILY - FROM ""THE ADDAMS FAMILY""",73,2019-09-13,0.0975,135.966
0.0,2019,0.0926,['Microdynamic Recordings'],0.0,143583,0.00216,0,1RXXLvEKXmz2c6TG1EDUz2,0.982,10,0.821,-22.55,1,CALM POUR,70,2019-10-07,0.0,0.0
0.715,2019,0.133,['Tyga'],0.816,131607,0.63,1,6LcauUZjF1eXQrgqMUecHX,0.0,2,0.0692,-5.568,1,AYY MACARENA,78,2019-11-13,0.226,96.493
0.468,2019,0.25,"['SiR', 'Kendrick Lamar']",0.7929999999999999,216933,0.49,1,4sFzG7iUlyPmuyASCkre9A,0.0001,8,0.4320000000000001,-10.984000000000002,0,HAIR DOWN (FEAT. KENDRICK LAMAR),69,2019-08-30,0.285,120.099
0.223,2019,0.187,['Trefuego'],0.716,143334,0.4270000000000001,1,7nduUhUmzj9IdkvFmdtO7g,0.0,1,0.354,-8.992,1,90MH,70,2019-09-29,0.053,108.993
0.333,2019,0.0013,"['Upchurch', 'Katie Noel']",0.6609999999999999,200786,0.516,0,47f6eZgviwSZciXGv2iWYg,0.0,8,0.0998,-11.207,1,"HEY BOY, HEY GIRL",65,2019-12-03,0.0425,140.077
0.162,2019,0.443,['Lewis Capaldi'],0.688,205687,0.53,0,6700Z4Izi8EbB6JNthU6Ma,0.0,11,0.0995,-5.5070000000000014,1,HOLD ME WHILE YOU WAIT,72,2019-05-03,0.0333,106.958
0.514,2019,0.0417,['Local Natives'],0.452,264213,0.8340000000000001,0,5wCVLW9qMtIY9IkBeyYnh6,0.00036,11,0.119,-4.657,1,WHEN AM I GONNA LOSE YOU,68,2019-04-26,0.0967,142.088
0.405,2019,0.24,['NF'],0.653,252712,0.7959999999999999,0,0aQA9DP54h37OevE7hRc2a,0.0,7,0.108,-4.05,0,MY STRESS,70,2019-07-26,0.245,160.026
0.5670000000000001,2019,0.0251,"['NLE Choppa', 'Blueface']",0.894,176632,0.511,1,5BJMeoCXXgbRAWfp6fTulr,0.0,2,0.14,-4.768,1,SHOTTA FLOW (FEAT. BLUEFACE) [REMIX],70,2019-12-23,0.421,120.077
0.462,2019,0.494,['Ali Gatie'],0.804,228484,0.479,0,6L4F4btXioJPhEwz6T7YYt,0.0,11,0.0994,-6.6610000000000005,1,MOONLIGHT,72,2019-11-08,0.0321,120.0
0.68,2019,0.0429,"['Eric Bellinger', 'Chris Brown', 'OG Parker']",0.777,181102,0.545,1,3wtbl8uMml7VgxaDEvGCJ7,0.0,6,0.0751,-5.009,1,TYPE A WAY (FEAT. CHRIS BROWN & OG PARKER),69,2019-02-22,0.0686,75.01
0.178,2019,0.411,['Maggie Rogers'],0.847,188000,0.386,0,4HfLQJtVT1KiX1eVedDyTm,0.00176,9,0.108,-10.668,0,ALASKA,68,2019-01-18,0.0507,104.001
0.513,2019,0.232,['YoungBoy Never Broke Again'],0.7390000000000001,128414,0.637,1,3eeyKNIBrt5TH4y0y3QkOu,0.0,4,0.634,-5.79,0,HOT NOW,66,2019-10-11,0.44,164.91
0.196,2019,0.1369999999999999,['Trippie Redd'],0.6759999999999999,91288,0.503,1,1W24W6jQegnNh0x5DfBBPT,6.36e-05,8,0.0981,-6.115,1,THE GRINCH,67,2019-11-22,0.0971,162.85
0.594,2019,0.119,['NLE Choppa'],0.617,192200,0.953,1,1KjQPDJQCUuqDj3AmfSBCa,0.0,2,0.331,-4.162,1,CAPO,68,2019-03-22,0.0693,154.964
0.276,2019,0.0806,['Cordae'],0.794,202454,0.44,1,0GwYkXgQdqY4dyRffHw3HT,0.0,0,0.198,-7.8610000000000015,0,HAVE MERCY,68,2019-07-26,0.131,138.024
0.274,2019,0.26,['Yung Pinch'],0.68,219867,0.542,0,1JmEymqQwLXvCg3sJ7gz0n,0.0,9,0.112,-8.847999999999997,0,PERFECT,68,2019-06-14,0.0974,148.942
