valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
-1.1721088626783887,2018,-0.6583189861298329,['Juice WRLD'],0.022634937441527045,-0.6409689773144572,-0.42130526033489835,1,4VXIryQMWpIdGgYR4TrjT1,-0.261509765005568,-1.4571795123118785,-0.6599663748191992,-0.017866888792674982,0.8092996888635,ALL GIRLS ARE THE SAME,1.2484152812606868,2018-12-10,1.434841548746757,1.311471259960614
-1.106048555925644,2018,0.34672727287683025,['Juice WRLD'],-0.9632441388765661,0.7345546885534316,-0.22668192716077454,1,285pBltuF7vW8TeWk8hdRR,-0.2633065229074187,0.20092447157602517,1.1998654420014898,-0.018868332604286955,-1.2356362096274873,LUCID DREAMS,1.3582148783891501,2018-12-10,0.5676829677455419,-1.260341015027648
-0.8153832062135675,2018,1.0669919568397093,['Joji'],-0.9385971619686138,0.16658621854350925,-0.6843097646242549,1,0rKtyWc8bvkriBthvHKY8d,-0.2312330534952785,-0.6281275203679266,0.11057715306169943,-0.07595062986616209,0.8092996888635,SLOW DANCING IN THE DARK,1.1386156841322235,2018-10-26,-0.8416523335265266,-1.0936537481204476
1.0475174442138335,2018,0.42060057379609994,['Morgan Wallen'],-0.3285844834967935,0.632546347087413,0.3729683426189577,0,6foY66mWZN0pSRjZ408c00,-0.26329665414759956,0.20092447157602517,-0.4450329808941667,0.644588192588571,0.8092996888635,WHISKEY GLASSES,0.9190164898752967,2018-04-27,-0.8189603332760276,0.9152555277152846
-1.5376425600435761,2018,2.5075213247654666,"['Billie Eilish', 'Khalid']",-1.94912321519466,-0.0023064408194308577,-1.6469062503232987,0,0u2P5u6lvoDfwTYjAADbn4,-0.2633065229074187,-0.3517768563866093,-0.5912461740404473,-0.7396575160119239,-1.2356362096274873,LOVELY (WITH KHALID),1.3582148783891501,2018-04-19,-0.783301475739529,-0.22678774041495564
0.08744098607394342,2018,1.4843761070335826,['Morgan Wallen'],-0.22383483163799592,0.09557622168767803,-0.09517967501609687,0,5MwynWK9s4hlyKHqhkNn4A,-0.2633065229074187,0.4772751355573424,-0.4815862791807369,0.3429032443404979,0.8092996888635,CHASIN' YOU,0.864116691311065,2018-04-27,-0.8286854762405271,-0.8265457191504044
-0.3837892020956354,2018,1.5545557429068884,['Luke Combs'],-0.7167743697970425,-0.13213523904890923,-1.0893367012298634,0,2rxQMGVafnNaRaXlRMWPde,-0.2633065229074187,1.5826777914826116,-0.6073296252865382,-0.06919088413778288,0.8092996888635,BEAUTIFUL CRAZY,0.9190164898752967,2018-06-01,-0.8408419049461516,-0.6210602699834376
0.01697665887101568,2018,0.010603753694153598,['XXXTENTACION'],0.4477952891037053,-0.6263618437031818,0.020542306871219995,1,3ee8Jmje8o58CHK66QrVC2,-0.24335446501224117,0.7536257995386597,-0.38654770363565455,0.5694799067176816,0.8092996888635,SAD!,1.1935154826964551,2018-03-16,0.12194724853930962,-1.5528094857124788
1.9547456569515271,2018,1.111315937391271,"['Post Malone', 'Swae Lee']",0.5710301736434671,-0.7855535822708474,-0.6843097646242549,0,3KkXRkHbMCARz0aVfEt68P,-0.2633065229074187,-0.9044781843492439,-0.7718194675761038,0.39572940540302365,0.8092996888635,SUNFLOWER - SPIDER-MAN: INTO THE SPIDER-VERSE,1.1386156841322235,2018-12-14,-0.6755144745496583,-1.062463698375117
-0.3529610589443545,2018,-0.6276615662483359,"['Lil Baby', 'Gunna']",1.4151891327408348,-1.0177995730343445,0.27828672107478936,1,78QR3Wp35dqAhFEc2qAGjE,-0.2633065229074187,-1.1808288483305611,2.6181334155204117,0.0629996989949829,-1.2356362096274873,DRIP TOO HARD (LIL BABY & GUNNA),0.9739162884395284,2018-10-05,1.3132772616905117,-0.3181182662267846
1.6552722663390842,2018,-0.25534012961521707,['Juice WRLD'],0.42314831219575294,-0.5633058585338975,0.3203674417610864,1,5wujBwqG7INdStqGd4tRMX,-0.2633065229074187,1.3063271275012942,-0.45234364055148074,0.1133222505284786,0.8092996888635,ARMED AND DANGEROUS,0.9190164898752967,2018-12-10,1.4672586919617556,0.25894705751971747
-1.4980063759919293,2018,-0.4843473624649529,"['Post Malone', '21 Savage']",-0.5072750660794481,0.33148328792372134,-0.46864607110698253,1,0e7ipj03S05BNilyu5bRzt,-0.26293054461213594,-0.07542619240529208,-0.3280624263771422,0.2550265498715571,-1.2356362096274873,ROCKSTAR (FEAT. 21 SAVAGE),1.1935154826964551,2018-04-27,-0.4761490437774163,1.2394080827243077
0.7436400331512075,2018,0.4169069087501365,"['Metro Boomin', 'Gunna']",1.4398361096487873,0.0549512928400342,-0.7632111159110615,1,1fewSx2d5KIZ04wsooEBOz,-0.26321480780257794,-0.07542619240529208,0.45417815695545866,-0.6595420110829748,-1.2356362096274873,SPACE CADET (FEAT. GUNNA),1.0288160870037601,2018-11-06,-0.5304477586625391,-0.4336235507641384
-1.0223721673721675,2018,-0.7894440952615365,['Juice WRLD'],-0.014335527920400815,-0.4563355518335142,0.22042573013113037,1,3oDkdAySo1VQQG0ptV7uwa,-0.2633065229074187,-1.1808288483305611,-0.630723736189943,0.41050070162429864,0.8092996888635,LEAN WIT ME,0.9190164898752967,2018-12-10,0.21109439238055613,1.375564012657988
